id,Dénomination,Bureau,Année,Type,Styles,Saison,Météo,Journée,Lumière,Composition,Affectations,Pays,Nom de fichier (avec extension)
144,KAAN_Amsterdam Airport,Filippo Bolognese,,Extérieur,Illustration,,Dégagé,Soir,Artificielle,Drone,Public,,FilippoBolognese_KAAN_AmsterdamAirport.jpg
145,WilliamMatthews_SouFujimoto_RossPavilion_Edinburgh,Filippo Bolognese,,Extérieur,Illustration,Été,Dégagé,Milieu journée,Direct,,Public,,FilippoBolognese_WilliamMatthews_SouFujimoto_RossPavilion_Edinburgh_UK.jpg
146,LopesBreann_BluePrint_Genes,Filippo Bolognese,,Extérieur,Illustration,,Dégagé,Milieu journée,Direct,Drone,Urbanisme,,FilippoBolognese_LopesBreann_BluePrint_Genes.jpg
147,Snohetta_Museum_Siege Defense Of Leningrad,Filippo Bolognese,,Intérieur,Illustration,,Dégagé,Milieu journée,Direct,,Culture,,FilippoBolognese_Snohetta_Museum_SiegeDefenseOfLeningrad.jpg
148,DurischNolli_Housing_Orselina_Suisse,Filippo Bolognese,,Intérieur,Illustration,,Dégagé,,Diffuse,,Logement,Suisse,FilippoBolognese_DurischNolli_Housing_Orselina_Suisse.jpg
149,TedA_Krematorium_Thun_Suisse,Filippo Bolognese,,Extérieur,Illustration,Printemps,Nuageux,Milieu journée,Diffuse,,Public,Suisse,FilippoBolognese_TEdA_Krematorium_Thun_Suisse.jpg
150,Ravagnani Vecchi_Art Museum_Kristiansand_Norvege,Filippo Bolognese,,Extérieur,Illustration,,Dégagé,Soir,Artificielle,,Culture,,FilippoBolognese_RavagnaniVecchi_ArtMuseum_Kristiansand_Norvege.jpg
151,DurischNolli_HistoricCentre_Cologne_Allemagne,Filippo Bolognese,,Extérieur,Illustration,Automne,Dégagé,,Artificielle,,Public,,FilippoBolognese_DurischNolli_HistoricCentre_Cologne_Allemagne.jpg
152,WalterAngonese_CoutryHouseD_Autriche,Filippo Bolognese,2016,Extérieur,Réaliste,Hiver,Dégagé,,Artificielle,Central,Logement,,FilippoBolognese_WalterAngonese_CoutryHouseD_2016_Autriche.jpg
153,DurischNolli_MoutainHutAlbertHeim_Realp_Suisse,Filippo Bolognese,,Extérieur,Réaliste,Hiver,Nuageux,,Artificielle,Drone,Public,Suisse,FilippoBolognese_DurischNolli_MoutainHutAlbertHeim_Realp_Suisse.jpg
154,Schneider Et Schneider_Mixed Used Building_Bahnhof Sud Aarau,Filippo Bolognese,,Extérieur,Illustration,,Nuageux,Milieu journée,Artificielle,,Logement,Suisse,FilippoBolognese_SchneiderEtSchneider_MixedUsedBuilding_BahnhofSudAarau_Suisse.jpg
155,Lopes Brenna_Moramarco_Ventrella_PiazzDellaScala_Milano,Filippo Bolognese,,Extérieur,Réaliste,,Dégagé,,Artificielle,,Urbanisme,,FilippoBolognese_LopesBrenna_Moramarco_Ventrella_PiazzDellaScala_Milano.jpg
156,Durisch Nolli_Aiglon College_Suisse,Filippo Bolognese,,Intérieur,Illustration,,,,Artificielle,,École,Suisse,FilippoBolognese_DurischNolli_AiglonCollege_Suisse.jpg
157,Pierre Alain Dupraz_GoncaloByrne_Proap_UrbanRegeneration_PrailAcaciasVernets_Geneve,Filippo Bolognese,,Extérieur,Illustration,,Dégagé,,Diffuse,,Urbanisme,Suisse,FilippoBolognese_PADupraz_GoncaloByrne_Proap_UrbanRegeneration_PrailAcaciasVernets_Geneve.jpg
158,TedA_Road Services_Genthod_Suisse,Filippo Bolognese,,Extérieur,Illustration,Printemps,Dégagé,,Artificielle,,Public,Suisse,FilippoBolognese_TEdA_RoadServices_Genthod_Suisse.jpg
159,Guidotti_Stefano Moor_Housing_Geneve,Filippo Bolognese,,Extérieur,Réaliste,,,,Diffuse,Frontal,Logement,Suisse,FilippoBolognese_Guidotti_StefanoMoor_Housing_Geneve.jpg
160,Felegendreher Olfs Koechling_TBA Werkhof_Buelach_Zurich,Filippo Bolognese,,Intérieur,Réaliste,,,,Artificielle,Central,Public,Suisse,FilippoBolognese_FelegendreherOlfsKoechling_TBAWerkhof_Buelach_Zurich_2.jpg
161,Miller Maranta_Hotel Schiff_Rheinfelden_Suisse,Filippo Bolognese,,Intérieur,Réaliste,,,,Artificielle,,Commercial,Suisse,FilippoBolognese_MillerMaranta_HotelSchiff_Rheinfelden_Suisse.jpg
162,Stefano Moor_AIM_HQ_Mendrisio_Suisse,Filippo Bolognese,,Extérieur,Réaliste,,Nuageux,Milieu journée,Diffuse,Frontal,Commercial,Suisse,FilippoBolognese_StefanoMoor_AIM_HQ_Mendrisio_Suisse.jpg
163,Durisch Nolli_Housig Chanteclair_EMS_Givisiez_Suisse,Filippo Bolognese,,Extérieur,Illustration,Hiver,Dégagé,,Artificielle,,EMS,Suisse,FilippoBolognese_DurischNolli_HousigChanteclair_EMS_Givisiez_Suisse.jpg
164,Durisch Nolli_SAMS_STA_Fashion Design Centre_Chiasso_Suisse,Filippo Bolognese,,Extérieur,Réaliste,,Nuageux,Milieu journée,Diffuse,,Culture,Suisse,FilippoBolognese_DurischNolli_SAMS_STA_FAshionDesignCentre_Chiasso_Suisse.jpg
165,Miller Maranta_Heuwaage Skycraper_Basel,Filippo Bolognese,,Intérieur,Réaliste,,Nuageux,,Diffuse,,Logement,,FilippoBolognese_MillerMaranta_HeuwaageSkycraper_Basel_2.jpg
166,sam_School_Tesserete_Suisse,Filippo Bolognese,,Extérieur,Réaliste,Automne,Dégagé,Soir,Artificielle,Frontal,École,Suisse,FilippoBolognese_sam_School_Tesserete_Suisse.jpg
167,William Matthews_Sou Fujimoto_Ross Pavilion_Edinburgh_UK,Filippo Bolognese,,Extérieur,Illustration,,Dégagé,Soir,Artificielle,,Culture,,FilippoBolognese_WilliamMatthews_SouFujimoto_RossPavilion_Edinburgh_UK_2.jpg
168,Giuliani Hoenger_bahnhof_stadelhofen,maaars,2019,Intérieur,Illustration,,,,Artificielle,,Public,Suisse,maaars_giuliani_hoenger_bahnhof_stadelhofen_2019.jpg
169,Berrel Berrel Kraeutler_heilpaedagogische_hochschule_bern,maaars,2018,Extérieur,Illustration,Été,Dégagé,Milieu journée,Diffuse,Central,École,Suisse,maaars_bbk_heilpaedagogische_hochschule_bern_2018.jpg
170,Berrel Berrel Kraeutler_Bauhaus Museum_Dessau,maaars,2015,Extérieur,Illustration,Été,Dégagé,Milieu journée,Spot,Central,Culture,,maaars_bbk_BauhausMuseum_Dessau_2015.jpg
171,Olgiati_Elysee Mudac Museum_Lausanne,maaars,2015,,Maquette,,,,Artificielle,Frontal,Culture,Suisse,maaars_Olgiati_ElyseeMudacMuseum_Lausanne_2015.jpg
172,Enzmann Fischer_Kiff_Aarau,maaars,2019,Extérieur,Illustration,Été,Dégagé,Soir,Artificielle,,Commercial,Suisse,maaars_EnzmannFischer_Kiff_Aarau_2019.jpg
173,Berrel Berrel Kraeutler_Guggenheim_Helsinki,maaars,2015,Extérieur,Illustration,Hiver,Nuageux,Milieu journée,Artificielle,Central,Culture,,maaars_bbk_guggenheim_Helsinki_2015.jpg
174,Giuliani Hoenger_kochareal_Halle,maaars,2018,Intérieur,Illustration,,,,Diffuse,Central,Commercial,Suisse,maaars_giuliani_hoenger_kochareal_Halle_2018.jpg
175,Berrel Berrel Kraeutler_Botschaft_Peking,maaars,2018,Extérieur,Illustration,,Nuageux,Milieu journée,Diffuse,Frontal,Public,,maaars_bbk_botschaft_peking_aussen_2018.jpg
176,Olgiati_BaloisePark_Basel,maaars,2017,Intérieur,Réaliste,,,,Artificielle,,Commercial,Suisse,maaars_Olgiati_BaloisePark_Basel_2017.jpg
177,Berrel Berrel Kraeutler_Extension Kanzlei_Singapur,maaars,2018,Extérieur,Réaliste,Été,Dégagé,Milieu journée,Direct,,Public,,maaars_bbk_ExtensionKanzlei_Singapur_2018.jpg
178,Oester Pfenninger_Seminar Hotel_Weissbad,maaars,2018,Extérieur,Réaliste,Été,Dégagé,Milieu journée,Diffuse,Frontal,Public,Suisse,maaars_OesterPfenninger_SeminarHotel_Weissbad_2018.jpg
179,Oester Pfenninger_gbmz_stuedli_Zurich,maaars,2018,Extérieur,Illustration,Automne,Dégagé,Soir,Artificielle,Central,Logement,Suisse,maaars_OesterPfenninger_gbmz_stuedli_Zurich_2018.jpg
180,Berrel Berrel Kraeutler_Weyermanshaus_Bern,maaars,2019,Intérieur,Illustration,,,,Diffuse,Central,Public,Suisse,maaars_bbk_weyermanshaus_Bern_2019.jpg
181,Berrel Berrel Kraeutler_Campus_Muttenz,maaars,2019,Intérieur,Illustration,Été,Dégagé,Milieu journée,Diffuse,Central,École,Suisse,maaars_bbk_campus_Muttenz_2019.jpg
182,Duerig_college_Sion,maaars,2019,Extérieur,Illustration,,Dégagé,,Artificielle,Central,École,Suisse,maaars_duerig_college_sion_2019.jpg
183,Duerig_Kantonsschule_Urdorf,maaars,2017,Intérieur,Illustration,,Dégagé,Milieu journée,Diffuse,Central,École,Suisse,maaars_duerig_kantonsschule_Urdorf_2017.jpg
184,Enzmann Fischer_Schule_Wiesental_Baar,maaars,2018,Extérieur,Illustration,,Dégagé,Milieu journée,Diffuse,Central,École,Suisse,maaars_EnzmannFischer_schule_wiesental_Baar_2018.jpg
185,FHV_Malley gare_Lausanne,maaars,2018,Extérieur,Illustration,,Dégagé,Soir,Artificielle,Frontal,Commercial,Suisse,maaars_FHV_Gare_Malley_2018.jpg
186,Berrel Berrel Kraeutler_w_o_konferenzraum,maaars,,Intérieur,Réaliste,,,,Artificielle,,Commercial,,maaars_bbk_w_o_konferenzraum.jpg
187,Karamuk Kuo_Mettzentrum_Biel,maaars,2016,Extérieur,Illustration,,Dégagé,,Diffuse,Vertical,Logement,Suisse,maaars_karamuk_kuo_mett_zentrum_Biel_2016.jpg
188,Enzmann Fischer_WohnhungsbauBirchstrasse_Zurich,maaars,2017,Extérieur,Illustration,Automne,,,Diffuse,,Logement,Suisse,maaars_EnzmannFischer_WohnhungsbauBirchstrasse_Zurich_2017.jpg
189,Berrel Berrel Kraeutler_Police_Geneve,maaars,2017,Extérieur,Illustration,Été,Dégagé,Milieu journée,Diffuse,,Public,Suisse,maaars_bbk_police_geneve_2017.jpg
190,Berrel Berrel Kraeutler_WHO_Hauptquartier_Geneve,maaars,2015,Extérieur,Réaliste,Printemps,Dégagé,Soir,Artificielle,Vertical,Commercial,Suisse,maaars_bbk_WHO_Hauptquartier_Geneve_2015.jpg
191,Ezmann Fischer_Pilatusarena_Krienz,maaars,2017,Extérieur,Illustration,Automne,Dégagé,Milieu journée,Artificielle,Vertical,Commercial,Suisse,maaars_EzmannFischer_Pilatusarena_Krienz_2017.jpg
192,Edelaar Mosayebi Inderbitzin_Buchwiesen_Zurich Seebach,maaars,2019,Extérieur,Réaliste,Été,Dégagé,,Artificielle,Frontal,Logement,Suisse,maaars_emi_buchwiesen_ZurichSeebach_2019.jpg
193,FHV_Malley gare_Lausanne,maaars,2018,Intérieur,Illustration,Automne,Dégagé,Milieu journée,Diffuse,,Commercial,Suisse,maaars_FHV_Gare_Malley_2018_2.jpg
194,Graber Pulver_Kloster_Luzern,maaars,2015,Extérieur,Illustration,Été,Dégagé,Milieu journée,Direct,,Public,Suisse,maaars_graber_pulver_kloster_luzern_2015.jpg
195,Giuliani Hoenger_Olma_Halle_St Gall,maaars,2019,Intérieur,,,,,Artificielle,Central,Commercial,Suisse,maaars_giuliani_hoenger_olma_foyer_2019.jpg
196,Schulz et Schulz_Tapetenmuseum_Kassel,maaars,2017,Intérieur,Illustration,,,,Artificielle,Central,Culture,,maaars_schulz_schulz_tapetenmuseum_kassel_2017.jpg
197,mlzd_Eisstadion_Davos,maaars,2016,Extérieur,Illustration,Hiver,Dégagé,Soir,Artificielle,Frontal,Public,Suisse,maaars_mlzd_stadion_davos_2016.jpg
198,Graber Pulver_Hallenbad_Appenzell,maaars,2018,Intérieur,Illustration,Automne,,Milieu journée,Diffuse,,Public,Suisse,maaars_GraberPulver_Hallenbad_Appenzell_2018.jpg
199,Berrel Berrel Kraeutler_Place de Carantec_Grand-Saconnex,maaars,2016,Extérieur,Illustration,Été,Dégagé,Soir,Diffuse,,Urbanisme,Suisse,maaars_bbk_PlaceDeCarantec_GrandSaconnex_2016.jpg
200,Berrel Berrel Kraeutler_Campus_Ausserholligen_Ber,maaars,2018,Intérieur,Illustration,,,,Artificielle,,École,Suisse,maaars_bbk_Campus_Ausserholligen_Bern_2018.jpg
201,Berrel Berrel Kraeutler_Ambilly_Thonex,maaars,2018,Extérieur,Illustration,Été,Dégagé,Milieu journée,Diffuse,,Logement,Suisse,maaars_bbk_ambilly_Thonex_2018.jpg
202,FHV_Unitheque_Lausanne,maaars,2016,Intérieur,,,,,Artificielle,Drone,École,Suisse,maaars_FHV_unitheque_Lausanne_2016.jpg
203,Spuehler_Bahnhofstrasse_Warenhaus Oskar Weber_Zurich,maaars,,Extérieur,Illustration,,Dégagé,Soir,Artificielle,Frontal,Commercial,Suisse,maaars_spuehler_bahnhofstrasse_WarenhausOskarWeber_Zurich.jpg
204,Barozzi Veiga_FHV_MuseeDesBeauxArts_Lausanne,maaars,2016,Extérieur,Illustration,,Dégagé,Soir,Artificielle,Frontal,Culture,Suisse,maaars_BarozziVeiga_FHV_MuseeDesBeauxArts_Lausanne_2016.jpg
205,Graber Oulver_ZHAW_Winterthur,maaars,2018,Extérieur,Illustration,Été,Dégagé,Soir,Artificielle,Frontal,École,Suisse,maaars_graber_pulver_ZHAW_Winterthur_2018.jpg
206,pool_ArealEggbuehl_Zurich,maaars,2018,Extérieur,Illustration,Automne,Dégagé,Soir,Diffuse,,Logement,Suisse,maaars_pool_ArealEggbuehl_Zurich_2018.jpg
207,Oester Pfenninger_Hunziker_Areal_Zurich,maaars,2018,Extérieur,Illustration,,Dégagé,,Diffuse,,Logement,Suisse,maaars_OesterPfenninger_hunziker_areal_Zurich_2018.jpg
208,Sollberger Boegli_Lorraine_Bern,maaars,2012,Extérieur,Illustration,Été,Dégagé,Milieu journée,Direct,,Logement,Suisse,maaars_SollbergerBoegli_Lorraine_Bern_2012.jpg
209,Giuliani Hoenger_Pilatus Arena_Krienz,maaars,2017,Intérieur,Illustration,,Dégagé,,Direct,Central,Public,Suisse,maaars_GiulianiHoenger_PilatusArena_Krienz_2017.jpg
210,Oester Pfenninger_Wohnhaus Wuerzenbachmatte_Luzern,maaars,2019,Extérieur,Illustration,,Nuageux,Milieu journée,Diffuse,Central,Logement,Suisse,maaars_OesterPfenninger_WohnhausWuerzenbachmatte_Luzern_2019.jpg
211,Berrel Berrel Kraeutler_Botschaft_Peking,maaars,2018,Intérieur,Réaliste,,,,Artificielle,,Public,,maaars_bbk_Botschaft_Peking_2018_2.jpg
212,Harder Spreyermann_Chocolat Fabrique_Schwyz,maaars,2015,Intérieur,Réaliste,Automne,,,Artificielle,Central,Commercial,Suisse,maaars_HarderSpreyermann_ChocolatFabrique_Schwyz_2015.jpg
213,Clou_Wohnueberbauung am Chriesbach_Duebendorf,maaars,2018,Intérieur,Réaliste,,,Milieu journée,Direct,,Logement,Suisse,maaars_Clou_WohnueberbauungChriesbach_Duebendorf_2018.jpg
214,Carlen Parini_Sursee,maaars,2015,Extérieur,Illustration,Printemps,,,Artificielle,Central,Logement,Suisse,maaars_CarlenParini_Sursee_2015.jpg
215,mlzd_Kunsthalle_Karlsruhe,maaars,2017,Intérieur,Illustration,,,,Artificielle,Central,Culture,,maaars_mlzd_Kunsthalle_Karlsruhe_2017.jpg
216,Blue_Stadttheater_Bern,maaars,2012,Intérieur,Réaliste,,,,Artificielle,Vertical,Culture,Suisse,maaars_Blue_Stadttheater_Bern_2012.jpg
217,Aires Mateus_Polemuseal_Lausanne,maaars,2017,Extérieur,Illustration,Été,Dégagé,Soir,Artificielle,Frontal,Culture,Suisse,maaars_AiresMateus_Polemuseal_Lausanne_2017.jpg
218,Graber Pulver_Wohnhaus_Jardin Des Nations_Geneve,maaars,2018,Extérieur,Réaliste,Hiver,Dégagé,,Artificielle,Vertical,Logement,Suisse,maaars_GraberPulver_Wohnhaus_JardinDesNations_geneve_2018.jpg
219,Herzog_Tennishalle_Basel,maaars,2018,Extérieur,Illustration,Été,Dégagé,Soir,Artificielle,Frontal,Public,Suisse,maaars_Herzog_Tennishalle_Basel_2018.jpg
220,Riehle_Gratianusstiftung_Reutligen_Allemagne,maaars,2017,Extérieur,Réaliste,Hiver,Nuageux,Milieu journée,Diffuse,,Culture,Suisse,maaars_Riehle_Gratianusstiftung_Reutligen_Allemagne_2017.jpg
221,Duerig_Stadthaus_Kreuzlingen,maaars,2015,Extérieur,Illustration,Automne,Pluvieux,Soir,Artificielle,Frontal,Public,Suisse,maaars_Duerig_Stadthaus_Kreuzlingen_2015.jpg
222,Spreng+Partner_Ueberbauung Taubenloch_Biel,maaars,2017,Intérieur,Réaliste,,,,Direct,,Logement,Suisse,maaars_SprengPartner_UeberbauungTaubenloch_Biel_2017.jpg
223,Berrel Berrel Kraeutler_Kantine_Zurich,maaars,2017,Extérieur,Illustration,Printemps,Dégagé,Milieu journée,Direct,Frontal,Public,Suisse,maaars_bbk_Kantine_Zurich_2017.jpg
224,Enzmann Fischer_WohnungsbauBirchstrasse_Zurich,maaars,2017,Extérieur,Illustration,Automne,Dégagé,Milieu journée,Artificielle,,Logement,Suisse,maaars_EnzmannFischer_WohnungsbauBirchstrasse_Zurich_2017.jpg
225,Berrel Berrel Kraeutler_Bemotion_Bern,maaars,2017,Intérieur,Illustration,,,,Diffuse,Central,Public,Suisse,maaars_bbk_Bemotion_Bern_2017.jpg
226,Herzog_Berufsschule_Zurich,maaars,2018,Extérieur,Illustration,Automne,Nuageux,Milieu journée,Artificielle,,École,Suisse,maaars_Herzog_Berufsschule_Zurich_2018.jpg
227,Maerkli_Greencity_Zurich,maaars,2012,Extérieur,Réaliste,,Dégagé,Milieu journée,Diffuse,,Logement,Suisse,maaars_Maerkli_Greencity_Zurich_2012.jpg
228,Olgiati_BaloisePark_2_Basel,maaars,2017,Intérieur,Réaliste,,,,Diffuse,Central,Commercial,Suisse,maaars_Olgiati_BaloisePark_2_Basel_2017.jpg
229,Duerig_Logement Etudiants_Chavannes-Pres-Renens,maaars,2015,Extérieur,Illustration,Été,Dégagé,Milieu journée,Diffuse,,Logement,Suisse,maaars_Duerig_LogementEtudiants_ChavannesPresRenens_2015.jpg
230,Berrel Berrel Kraeutler_Guggenheim_Helsinki,maaars,2015,Extérieur,Illustration,Automne,Pluvieux,Milieu journée,Diffuse,,Culture,,maaars_bbk_guggenheim_Helsinki_2_2015.jpg
231,Berrel Berrel Kraeutler_Ambilly_Thonex,maaars,2018,Intérieur,Réaliste,,,,Diffuse,,Logement,Suisse,maaars_bbk_ambilly_2_Thonex_2018.jpg
232,Olgiati_Elysee Mudac Museum_Lausanne,maaars,2015,Intérieur,Illustration,,,,Diffuse,,École,Suisse,maaars_Olgiati_ElyseeMudacMuseum_2_Lausanne_2015.jpg
233,Graf Biscioni_Turnhalle_Eschlikon,maaars,2016,Extérieur,Illustration,Automne,Dégagé,Soir,Artificielle,Frontal,Public,Suisse,maaars_GrafBiscioni_Turnhalle_Eschlikon_2016.jpg
234,e2a_Glattzentrum_Wallisellen,maaars,2010,Extérieur,Illustration,,,,Diffuse,,Commercial,Suisse,maaars_e2a_Glattzentrum_Wallisellen_2010.jpg
235,FHV_Musee Du Leman_Nyon,maaars,2014,Extérieur,Illustration,Été,,Milieu journée,Direct,Drone,Culture,Suisse,maaars_FHV_MuseeDuLeman_Nyon_2014.jpg
236,Berrel Berrel Kraeutler_WHO_Geneve,maaars,2017,Intérieur,Réaliste,,,,Artificielle,,Commercial,Suisse,maaars_bbk_who_Geneve_2017.jpg
237,Giuliani Hoenger_Fachhochschule_St Gallen,maaars,2010,Intérieur,Réaliste,,,,Direct,,École,Suisse,maaars_GiulianiHoenger_Fachhochschule_StGallen_2010.jpg
238,Berrel Berrel Kraeutler_Police_Geneve,maaars,2017,Extérieur,Illustration,Automne,,Milieu journée,Diffuse,Frontal,Public,Suisse,maaars_bbk_Police_Geneve_2_2017.jpg
239,Graber Pulver_Universite_Fribourg,maaars,2014,Extérieur,Illustration,,Dégagé,Milieu journée,Diffuse,,École,Suisse,maaars_GraberPulver_Universite_Fribourg_2014.jpg
240,FHV_Musee Du Leman_Nyon,maaars,2014,Intérieur,Illustration,,,,Artificielle,,Culture,Suisse,maaars_FHV_MuseeDuLeman_2_Nyon_2014.jpg
241,FHV_Stadion Malley_Lausanne,maaars,2015,Intérieur,Illustration,,,,Artificielle,Central,Public,Suisse,maaars_FHV_StadionMalley_Lausanne_2015.jpg
242,Bauart_Berufsschule_Zurich,maaars,2018,Extérieur,Illustration,,Dégagé,Milieu journée,Diffuse,,École,Suisse,maaars_Bauart_Berufsschule_Zurich.jpg
243,Graf Biscioni_Schulhaus Hinterbaechli_Niederrohrdorf,maaars,2015,Extérieur,Illustration,,Nuageux,Milieu journée,Diffuse,Vertical,École,Suisse,maaars_GrafBiscioni_SchulhausHinterbaechli_Niederrohrdorf_2015.jpg
244,Duerig_Union Internationlae des Teleocommunications_Geneve,maaars,2017,Extérieur,Illustration,,Dégagé,,Artificielle,Central,Commercial,Suisse,maaars_Duerig_UIT_Geneve_2017.jpg
245,Graber Pulver_Wohnhbauten_Cham,maaars,2013,Intérieur,Illustration,,,,Diffuse,,Logement,Suisse,maaars_GraberPulver_Wohnhbauten_Cham_2013.jpg
246,Berrel Berrel Kraeutler_Alterswohnungen_Kreuzlingen,maaars,2017,Extérieur,Réaliste,,Dégagé,Milieu journée,Diffuse,Frontal,EMS,Suisse,maaars_bbk_Alterswohnungen_Kreuzlingen_2017.jpg
247,Harder Spreyermann_Hotel Hof_Weissbad,maaars,2013,Extérieur,Réaliste,Été,Dégagé,Milieu journée,Diffuse,,Commercial,Suisse,maaars_HarderSpreyermann_HotelHof_Weissbad_2013.jpg
248,Enzmann Fischer_Tannenrauchstrasse_Zurich,maaars,2017,Extérieur,Illustration,Printemps,Dégagé,Soir,Diffuse,,Logement,Suisse,maaars_EnzmannFischer_Tannenrauchstrasse_Zurich_2017.jpg
249,Scheitlin Syfrig_Komax Haupsitz_Dierikon,maaars,2015,Intérieur,Réaliste,,,,Diffuse,Central,Commercial,Suisse,maaars_ScheitlinSyfrig_KomaxHaupsitz_Dierikon_2015.jpg
250,Duerig_Bahnhof Hardbruecke_Zurich,maaars,2011,Extérieur,Illustration,,Nuageux,,Diffuse,,Public,Suisse,maaars_Duerig_BahnhofHardbruecke_Zurich_2011.jpg
251,Zurbuchen Henz_Savonnerie_Renens,maaars,2019,Extérieur,Illustration,Été,Dégagé,Matin,Diffuse,,Logement,Suisse,maaars_ZurbuchenHenz_Savonnerie_Renens_2019.jpg
252,Graf Biscioni_Wohnhaus Konradstrasse_Winterthur,maaars,2016,Extérieur,,,,Soir,Artificielle,Frontal,Logement,Suisse,maaars_GrafBiscioni_WohnhausKonradstrasse_Winterthur_2016.jpg
253,Clou_EntwicklungRied_Koeniz,maaars,2017,Extérieur,Illustration,,Dégagé,,Diffuse,,Logement,Suisse,maaars_Clou_EntwicklungRied_Koeniz_2017.jpg
254,Metron_Primar Schule Wasgenring_Basel,maaars,2014,Extérieur,Illustration,Printemps,Dégagé,Milieu journée,Diffuse,Frontal,École,Suisse,maaars_Metron_PrimarSchuleWasgenring_Basel_2014.jpg
255,JaccaudSpicher_Baloise HQ_Geneve,maaars,2014,Extérieur,Illustration,Automne,Dégagé,,Artificielle,Vertical,Commercial,Suisse,maaars_JaccaudSpicher_BaloiseHQ_Geneve_2014.jpg
256,Ken_Wohnueberbauung Langweid_Sins,maaars,2019,Extérieur,Illustration,,Dégagé,Matin,Diffuse,Vertical,Logement,Suisse,maaars_Ken_WohnueberbauungLangweid_Sins_2019.jpg
257,Metron_Siedlung Langgruet_Zurich,maaars,2019,Extérieur,Illustration,,Dégagé,Matin,Diffuse,,Logement,Suisse,maaars_Metron_SiedlungLanggruet_Zurich_2019.jpg
258,Rollimarchini_Wohnsiedlung Muttachstrasse_Bern,maaars,2017,Extérieur,Réaliste,Automne,,,Diffuse,Frontal,Logement,Suisse,maaars_Rollimarchini_WohnsiedlungMuttachstrasse_Bern_2017.jpg
259,Berrel Berrel Kraeutler_Bauhaus Museum_2_Dessau,maaars,2015,Extérieur,Illustration,,,Milieu journée,Diffuse,,Culture,,maaars_bbk_BauhausMuseum_2_Dessau_2015.jpg
260,Stuerm Wolf_Bastion St Antoine_Geneve,maaars,2016,Intérieur,Illustration,,,,Artificielle,,Culture,Suisse,maaars_StuermWolf_BastionStAntoine_Geneve_2016.jpg
261,mlzd_Lorenzallmend_Zug,maaars,2015,Extérieur,Illustration,,Dégagé,,Diffuse,,Urbanisme,Suisse,maaars_mlzd_Lorenzallmend_Zug_2015.jpg
262,Berrel Berrel Kraeutler_Sciences De La Vie_EPFL_Uni_Lausanne,maaars,2016,Extérieur,Illustration,,Dégagé,,Diffuse,Frontal,École,Suisse,maaars_bbk_SciencesDeLaVie_EPFL_Uni_Lausanne_2016.jpg
263,mlzd_Kirche_Rueschegg,maaars,2012,Extérieur,Illustration,Automne,Dégagé,Milieu journée,Diffuse,,Public,Suisse,maaars_mlzd_Kirche_Rueschegg_2012.jpg
264,Pool_Fachhochschule_Muttenz,maaars,2011,Intérieur,Illustration,,,,Diffuse,Vertical,École,Suisse,maaars_Pool_Fachhochschule_Muttenz_2011.jpg
265,maaars_Pont12_Praille_Lausanne,maaars,2012,Extérieur,Illustration,,Dégagé,Milieu journée,Direct,Vertical,Commercial,Suisse,maaars_Pont12_Praille_Lausanne_2012.jpg
266,Niedermann Sigg Schwendener_Schulhaus Feld_Wetzikon,maaars,,Intérieur,Réaliste,,,,Diffuse,,École,Suisse,maaars_NiedermannSiggSchwendener_SchulhausFeld_Wetzikon_.jpg
267,Pont12_Pont Du Mont Blanc_Geneve,maaars,2012,Extérieur,Réaliste,Automne,Dégagé,Milieu journée,Direct,Drone,Urbanisme,Suisse,maaars_Pont12_PontDuMontBlanc_Geneve_2012.jpg
268,Geninasca Delefortrie_Stades_Biel,maaars,2013,Extérieur,Illustration,,Dégagé,Milieu journée,Diffuse,Frontal,Public,Suisse,maaars_GeninascaDelefortrie_Stades_Biel_2013.jpg
269,mlzd_Ozeanium_Basel,maaars,,Intérieur,Illustration,,,,Artificielle,,Culture,Suisse,maaars_mlzd_Ozeanium_Basel.jpg
270,Berrel Berrel Kraeutler_Werkhof_Buelach,maaars,2016,Extérieur,Illustration,,Dégagé,Soir,Artificielle,Frontal,Public,Suisse,maaars_bbk_Werkhof_Buelach_2016.jpg
271,Acantilado House,Guachinarte,,Extérieur,Réaliste,,Dégagé,Matin,Spot,,Logement,,guachinarte_AcantiladoHouse1.jpg
272,Acantilado House,Guachinarte,,Extérieur,Réaliste,,Dégagé,Matin,Direct,,Logement,,guachinarte_AcantiladoHouse2.jpg
273,Acantilado House,Guachinarte,,Extérieur,Réaliste,,Dégagé,Matin,Direct,,Logement,,guachinarte_AcantiladoHouse3.jpg
274,Acantilado House,Guachinarte,,Intérieur,Réaliste,,Dégagé,Matin,Diffuse,,Logement,,guachinarte_AcantiladoHouse4.jpg
275,Acantilado House,Guachinarte,,Extérieur,Réaliste,,Dégagé,Soir,Artificielle,Central,Logement,,guachinarte_AcantiladoHouse7.jpg
276,Baezinger_Contemporary Restaurant_Basel,Guachinarte,,Intérieur,Réaliste,,,,Artificielle,,Commercial,Suisse,guachinarte_Baezinger_ContemporaryRestaurant_Basel.jpg
